Participant,Scenario,Model,Log-Likelihood,AIC,BIC,Beta
17,indecisiveness,RUM,-128.9447651776666,357.8895303553332,373.0187850050355,"[-0.4119, 0.8114, 0.1383, -0.5042, -0.1828, -0.4554, -1.1838, 1.2567, -0.568, -0.8324, -1.5293, -2.636, 0.7015, 0.7936, 1.193, -0.149, -0.322, -0.5077, -0.4166, 1.1198, -0.0265, 0.3781, -0.442, 1.3208, -1.9047, -1.2205, 0.3797, 1.7506, -0.2251, -0.8424, 1.0007, 0.3237, 1.2902, -1.2904, 1.2117, -1.5485, -0.2882, 0.4128, 0.186, 1.0606, -1.8267, 0.141, 1.1996, 0.0593, -1.1423, 1.0075, -0.6483, -0.8243, -0.9501, -0.1987]"
17,indecisiveness,ARUM,-2.9302686902992596e-06,100.00000586053739,115.12926051023967,"[-2.6314, 2.1122, -1.6305, 0.3023, -2.3401, 0.0368, -0.3165, -1.673, 2.8613, 1.7129, 0.3654, 5.2954, -3.6612, 0.1249, -1.2814, 1.2963, -1.4371, 0.1005, -0.9754, 0.9462, 0.8657, -0.4666, 2.0597, -0.296, -3.8197, 1.4974, -1.113, 2.6561, -1.3043, -2.2521, -1.3984, 3.5886, 3.4373, -1.6111, -2.1076, 3.6079, 4.8149, 1.1382, -6.0181, -1.9687, -2.947, 3.3545, -2.5563, 0.2017, 1.4091, -1.0474, -2.7769, 1.1587, 3.8513, 0.2037]"
17,indecisiveness,APUM,3.722188627210094e-05,99.99992555622745,115.12918020592974,"[-1.1718, 0.2203, -1.3502, 1.0465, -0.0008, 0.2015, -0.7039, -1.7388, -0.4959, -0.5032, -1.0855, 2.8679, -2.6425, -1.2805, 1.0224, 1.4941, -0.8443, 0.5267, -2.0736, 1.6541, -0.2902, 1.7833, 0.3995, -0.5349, -2.2229, 2.0328, -0.3518, 1.2715, 1.8648, -1.1625, 0.224, 1.0534, 1.1017, -0.5999, -0.2044, 3.2202, 2.0854, 0.0784, -3.1228, 1.1454, -1.1184, 2.5165, 0.0266, 0.0471, -2.1709, -1.0403, 1.2581, 0.8247, 1.221, 0.0779]"
17,experimentation,Luce,-9.316996558026515,22.63399311605303,23.23916330204112,"[0.2642, -14.8249]"
17,experimentation,RUM,-110.52408442371421,225.04816884742843,225.65333903341653,"[0.7947, 1.0797]"
17,experimentation,ARUM,-9.316996558040266,22.633993116080532,23.239163302068626,"[0.2642, -14.825]"
17,experimentation,APUM,-8.380023860582906,20.76004772116581,21.365217907153905,"[0.2399, -13.3928]"
18,indifference,Luce,-8.731543831235724,21.463087662471448,22.068257848459538,"[-146.0982, -45.8564]"
18,indifference,RUM,-8.731543461861213,21.463086923722425,22.068257109710515,"[-1.46, -0.4588]"
18,indifference,ARUM,-8.731543909608773,21.463087819217545,22.068258005205635,"[-145.8898, -45.8679]"
