Participant,Scenario,Model,Log-Likelihood,AIC,BIC,Beta
7,indecisiveness,ARUM,-2.155342608887941e-06,100.00000431068521,115.1292589603875,"[14.6142, -4.4615, -10.9822, -0.8553, 1.4953, 0.3852, 3.5816, 2.4933, -2.2107, -2.2502, 0.8915, -0.0269, 0.4451, 4.5382, 6.2182, -4.8121, -0.7496, -0.5731, -0.8444, 4.1345, -2.4773, -1.9449, 5.2309, -1.9903, 2.5196, -8.4028, 3.7249, -8.0701, 1.5598, -10.4255, -9.959, 1.021, 2.1417, 6.0249, 7.4871, 6.7174, 5.2541, -1.7108, -6.1029, 4.0912, 3.3916, -1.1693, -2.7189, 1.8439, 0.2055, 0.0947, -1.2996, -0.2988, -0.2377, -0.4807]"
7,indecisiveness,APUM,9.15016394596916e-06,99.9999816996721,115.1292363493744,"[4.241, -1.2543, -2.8179, -0.727, 0.1729, 0.0662, -0.2031, 0.4099, -0.5677, -1.2288, 1.4412, -1.1644, 1.8695, 1.9578, 3.365, 0.1348, -1.0288, -0.3182, -0.6757, 1.4541, -1.2847, -0.0934, 1.0969, 1.1218, 0.4106, -1.0289, 1.213, -1.5621, 1.2103, -1.3836, 1.6577, -0.5556, -1.2998, 2.4549, 2.393, 0.1293, 1.759, 0.1423, -0.6727, 0.8173, 1.189, -1.8722, -1.7949, 2.014, 1.5313, -1.9272, -2.4361, -0.2956, 0.3429, -0.5617]"
7,experimentation,Luce,-9.660116942596856,23.320233885193712,23.925404071181802,"[0.0254, -12.4339]"
7,experimentation,RUM,,,,"[nan, nan]"
7,experimentation,ARUM,-9.660116942596495,23.32023388519299,23.925404071181084,"[0.0254, -12.4339]"
7,experimentation,APUM,-8.691396032749648,21.382792065499295,21.98796225148739,"[0.0231, -11.2148]"
8,indifference,Luce,-10.9861228868898,25.9722457737796,26.57741595976769,"[0.0009, -0.0004]"
8,indifference,RUM,-10.986122586681102,25.972245173362204,26.577415359350297,"[0.0, -0.0]"
8,indifference,ARUM,-10.986122887218528,25.972245774437056,26.57741596042515,"[-0.0015, 0.0006]"
8,indifference,APUM,-9.887510678810662,23.775021357621323,24.380191543609413,"[-0.0105, -0.0003]"
8,indecisiveness,Luce,-1.6394369403634662e-06,100.00000327887388,115.12925792857617,"[-3.181, 4.5935, -2.8016, 0.5552, -1.1923, -0.1433, -0.4501, -1.2769, 3.872, -2.5359, 3.2511, -0.7769, -0.07, -1.5358, -0.4197, -2.4737, 3.1156, 3.2946, 1.7871, -0.2661, -1.0395, 0.2946, -0.0448, -0.7829, -2.6337, 4.0365, -1.7131, 2.7907, 0.7435, -0.1478, -0.405, 2.8109, 3.0837, -2.6575, -0.212, -1.7842, -1.5071, 3.9871, -4.7761, -3.1359, -3.3817, 5.3723, -3.4711, 2.1985, 3.4703, -1.4001, -1.6519, -1.4298, -0.2435, -0.1247]"
8,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,"[-1.2734, -0.9774, -0.233, 0.4815, 0.8798, 1.6486, 0.7392, -0.8829, -0.2032, -2.5801, 0.2672, -1.1838, -1.8966, 2.1075, -0.378, -2.1072, -0.2741, 1.6508, 1.9071, 0.0584, 0.0964, 1.2256, -0.1505, 0.4603, 0.8396, -1.0759, 1.5368, -0.8797, -0.6338, 0.0998, 0.9396, 0.6774, -0.0494, 0.2842, 1.0733, 0.0084, -0.8121, -0.6029, 0.9093, -0.8112, -1.5678, -0.3042, -0.0753, 0.8605, -1.4578, 0.3465, 1.1513, -0.8173, 0.0816, -2.092]"
8,indecisiveness,ARUM,-9.531784524719332e-07,100.0000019063569,115.12925655605919,"[-5.2662, 9.7956, -2.8808, 2.4776, -4.6204, -0.245, -2.7804, -4.4171, 8.3831, -7.6227, 11.1768, -1.9189, -0.4089, -5.6129, -7.0736, -1.6891, 6.9532, 5.8834, 8.8384, -4.9278, -3.4386, 8.1517, -5.302, -3.731, -1.1015, 1.8869, -0.1558, 0.9031, 0.4628, -5.5265, -5.6449, 8.0023, 8.3224, -1.8988, -0.8894, -1.4886, -2.9146, 9.2843, -7.5117, -4.4542, -4.3108, 6.8532, -3.8591, 6.785, 6.8821, -0.8229, -0.6207, -5.5888, -7.0485, 2.782]"
